person_id,person_name,pocet_clenstvi,role,afiliace,skupiny
177,"MUDr. Markéta Brabcová",4,"Členové","Všeobecná zdravotní pojišťovna ČR","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové) ; Komise pro program screeningu kolorektálního karcinomu (Členové) ; Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Členové)"
520,"prof. MUDr. Jiří Ferda, Ph.D.",4,"Členové","Radiologická společnost ČLS JEP ; Česká radiologická společnost ČLS JEP","Pracovní skupina pro lékařské ozáření (Členové) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Členové)"
602,"MUDr. Roman Gřegoř, MBA",4,"Tajemník; Členové","","Pracovní komise pro systémové řešení urgentních příjmů (Tajemník) ; Pracovní skupina pro metodické řízení poskytovatelů zdravotnických záchranných služeb (Tajemník) ; Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Tajemník) ; Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové)"
771,"prof. MUDr. Tomáš Honzík, Ph.D.",4,"Členové; Místopředseda","Česká pediatrická společnost ČLS JEP ; MetabERN, VFN","Vědecká rada Ministerstva zdravotnictví (Členové) ; Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Mezioborová komise pro vzácná onemocnění (Členové) ; Komise pro novorozenecký laboratorní screening (Místopředseda)"
852,"MUDr. Ilona Hülleová",4,"Členové","Sdružení praktických lékařů pro děti a dorost","Rada poskytovatelů Ministerstva zdravotnictví (Členové) ; Pracovní skupina pro reformu primární péče (Členové) ; Pracovní skupina pro koncepční řešení pediatrické péče (Členové) ; Komise pro novorozenecký laboratorní screening (Členové)"
1054,"MUDr. Igor Karen",4,"Členové; Předseda","","Národní imunizační komise (NIKO) (Členové) ; Pracovní skupina pro reformu primární péče (Předseda) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Předseda) ; Řídící rada Národního screeningového centra (Členové)"
1414,"Mgr. Šárka Liolia",4,"Hosté; Členové","OPP MZ ; Oddělení podpory práv pacientů MZD ; Oddělení podpory práv pacientů MZd","Pracovní skupina pro dobrovolnictví ve zdravotnictví (Hosté) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové) ; Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové)"
1628,"Mgr. Vlastimil Milata",4,"Členové","bez hlasovacího práva ; DIAKTIV CZECH REPUBLIC z.s (https://www.diaktiv.cz/) ; Pacientská rada ministra zdravotnictví - trvalý náhradní člen ; Pacientská rada MZD","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Pacientská rada ministra zdravotnictví (Členové) ; Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové) ; Národní rada elektronického zdravotnictví (Členové)"
2458,"MUDr. Alena Šebková",4,"Členové","Odborná společnost praktických dětských lékařů","Národní imunizační komise (NIKO) (Členové) ; Pracovní skupina pro reformu primární péče (Členové) ; Komise pro výživu kojenců a malých dětí (Členové) ; Pracovní skupina pro koncepční řešení pediatrické péče (Členové)"
3017,"MUDr. Miroslav Zvolský",4,"Členové; Předseda; Tajemník","Ústav zdravotnických informací a statistiky ČR ; ÚZIS ČR","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Mezioborová komise pro vzácná onemocnění (Členové) ; Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Předseda) ; Rada Národního centra pro medicínské nomenklatury a klasifikace (Tajemník)"
3176,"Mgr. Petr Peiger",4,"Členové","zástupce Odboru legislativně-právního ; MZ, LEG ; LEG MZ","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové) ; Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Pracovní skupina pro dětskou a dorostovou psychiatrii (Členové) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
3184,"Mgr. Petr Jarema",4,"Členové","Ministerstvo zdravotnictví","Pracovní skupina pro metodické řízení poskytovatelů zdravotnických záchranných služeb (Členové) ; Pracovní skupina pro reformu veřejného zdraví v ČR (Členové) ; Řídící rada Národního screeningového centra (Členové) ; Výbor pro umělou inteligenci ve zdravotnictví (Členové)"
3274,"RNDr. Marian Rybář, MHA",4,"Hosté; Členové","Ústav zdravotnických informací a statistiky ČR ; Ministerstvo zdravotnictví","Národní rada pro implementaci Národního onkologického programu (Hosté) ; Národní rada komplexních onkologických center (Členové) ; Výkonná rada Národního screeningového centra (Členové) ; Pracovní skupina pro specializovanou zdravotní péči a Centra vysoce specializované zdravotní péče (CVSP) (Členové)"
3749,"RNDr. Jitka Soukupová",4,"Členové","zástupce ÚZIS ČR ; ÚZIS ČR ; zástupkyně Ústavu zdravotnických informací a statistiky ČR","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové) ; Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové)"
3838,"Mgr. Lenka Hynštová",4,"Předseda; Členové","Ministerstvo zdravotnictví","Pracovní skupina pro dobrovolnictví ve zdravotnictví (Předseda) ; Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové) ; Pracovní skupina pro rozvoj a implementaci mezinárodních principů na podporu zdraví do systémů řízení kvality ve zdravotnických zařízeních (Předseda) ; Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona (Předseda)"
3929,"Mgr. Šárka Slavíková",4,"Místopředseda; Členové","Hlas onkologických pacientů, z. s. ; Pacientská rada MZd ; Pacientská rada ministra zdravotnictví","Pacientská rada ministra zdravotnictví (Místopředseda) ; Pracovní skupina pro dobrovolnictví ve zdravotnictví (Členové) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
3975,"Mgr. Daniela Rrahmaniová",4,"Členové; Místopředseda","Ministerstvo zdravotnictví","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové) ; Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové) ; Pracovní skupina pro bakteriofágovou terapii (Místopředseda) ; Poradní sbor pro lékovou politiku (Členové)"
4077,"MUDr. Zuzana Elbertová",4,"Členové","zástupce VZP ČR ; Všeobecná zdravotní pojišťovna ČR ; Všeobecná zdravotní pojišťovna","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové) ; Komise pro program screeningu karcinomu děložního hrdla (Členové) ; Komise pro program časného záchytu karcinomu plic (Členové) ; Komise pro novorozenecký laboratorní screening (Členové)"
28,"Bc. Anna Arellanesová",3,"Členové","Česká asociace pro vzácná onemocnění, z. s. (https://vzacna-onemocneni.cz/) ; Pacientská rada ministra zdravotnictví ; zástupkyně pacientů nominovaný Pacientskou radou ministra zdravotnictví","Pacientská rada ministra zdravotnictví (Členové) ; Mezioborová komise pro vzácná onemocnění (Členové) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové)"
115,"prof. MUDr. RNDr. Jiří Beneš, CSc.",3,"Členové; Předseda","Česká lékařská společnost Jana Evangelisty Purkyně ; ČLS JEP","Vědecká rada Ministerstva zdravotnictví (Členové) ; Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Předseda)"
221,"prof. MUDr. Tomáš Büchler, Ph.D.",3,"Členové","Česká onkologická společnost ČLS JEP ; FN Motol a Homolka","Národní rada pro implementaci Národního onkologického programu (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Národní rada komplexních onkologických center (Členové)"
246,"doc. MUDr. Svatopluk Býma, CSc.",3,"Členové","","Vědecká rada Ministerstva zdravotnictví (Členové) ; Pracovní skupina pro reformu primární péče (Členové) ; Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové)"
309,"prof. MUDr. Vladimír Černý, Ph.D., FCCM, FESAIC",3,"Předseda; Členové; Místopředseda","předseda České společnosti anesteziologie, resuscitace a intenzivní medicíny ČLS JEP, ČSARIM, z.s., Brno ; ČSARIM ČLS JEP","Etická komise Ministerstva zdravotnictví (Předseda) ; Rada poskytovatelů Ministerstva zdravotnictví (Členové) ; Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Místopředseda)"
499,"Mgr. Marta Faiereislová",3,"Tajemník; Členové","Ministerstvo zdravotnictví","Mezirezortní komise zdravotnického školství (Tajemník) ; Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona (Členové) ; Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
507,"Zdeňka Faltýnková",3,"Členové","Česká asociace paraplegiků - CZEPA, z. s. (https://czepa.cz/) ; zástupce České asociace paraplegiků CZEPA ; Pacientská rada ministra zdravotnictví","Pacientská rada ministra zdravotnictví (Členové) ; Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové) ; Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
536,"prof. MUDr. Jindřich Fínek, Ph.D.",3,"Členové","člen od 1.9.2025 ; Česká onkologická společnost ČLS JEP ; KOC FN Plzeň","Komise pro institucionální podporu (Členové) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Národní rada komplexních onkologických center (Členové)"
610,"doc. MUDr. Marián Hajdúch, Ph.D.",3,"Členové; Místopředseda","","Vědecká rada Ministerstva zdravotnictví (Členové) ; Pracovní skupina pro bakteriofágovou terapii (Členové) ; Výkonná rada Národního screeningového centra (Místopředseda)"
723,"Mgr. Jana Hlaváčová",3,"Členové","Ministerstvo zdravotnictví","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové) ; Výkonná rada Národního screeningového centra (Členové)"
